"MasterCatalogName","ProductCode","ProductType","ProductUsage","ProductName","Price","SalePrice","Cost","MSRP Price","MAP","MAPEffectiveStartDate","MAPEffectiveEndDate","RestrictDiscount","RestrictDiscountStartDate","RestrictDiscountEndDate","VariationPricingMethod","ManufacturerPartNumber","UPC","DistributorPartNumber","IsTaxable","ManageStock","Ships by itself","OutOfStockBehavior","PackageWeight","PackageLength","PackageWidth","PackageHeight","FulfillmentTypes","ProductShortDescription","ContentFullProductDescription","ContentFullProductDescription2","ContentFullProductDescription3","SEOMetaTagTitle","SEOMetaTagDescription","SEOMetaTagKeywords","SEOFriendlyURL","price-list-entry-type","fill-power","interval-training","alarm","polarized","filter-medium","sleeping-bag-shape","pole-diameter-mm-","lash-tab","filter-type","altimeter","sleeping-capacity","pole-material","fits-up-to","availability","sleep-tracking","pool-lap-recognition","floor-area-sq-ft-","average-battery-life","popularity","lens-color","sleeve-length","flotation","average-boil-time-min-","power-output-to-device-ma-","average-heart-rate","lens-material","smart-device-notifications","preloaded-map","footwear-closure","bag-style","liquid-capacity-fl.-oz.-","sock-cushioning","footwear-height","product-crosssell","battery-included","sock-height","material","frame-color","battery-storage-capacity-mah","product-related","stopwatch","meat","frame-type","product-upsell","battery-type","stroke-recognition","minimum-trail-weight-lbs","fuel","programmable-routes","best-use","sun-protective-fabric","gear-capacity","moisture-wicking","quick-disconnect-tubing","temperature-rating","bite-valve-shut-off-switch","gender","number-of-burners","quick-drying","time-display","glove-type","brand","number-of-doors","rating","gps-satellite-detectable","tracks-calories-burned","recovery-advising","brand-colors","hat-style","number-of-exterior-pockets","track-steps","heart-rate-sensor-type","removes-destroys","number-of-poles","btu-total","heart-rate-target-zone-s-","trip-length-capacity","number-of-routes","r-value","charge-time-hrs-","uscg-classification","seasons","housing-material","number-of-watpoints","uv-protection","compass","servings-per-container","hrm-included-integrated","v02-max-estimate","output","compatible-fitness-accessories","shirt-size","vestibule-area-sq-ft-","customization","hydration-compatible","pace-alert","visor","illumination","display-size","shirt-style","visual-map-display","inseam-in.-","dry-bag-shape","packable","external-charge","shoe-size","insulated","watch-type","pack-loading","fabric-type","pad-thickness","insulation-type","faset-color","size","waterproof","features","sleeping-bag-compartment","palm-material","water-resistant-depth","weight-capacity-lbs-","pant-rise","weight","wide-mouth-opening","pant-size","zipper-location","pedometer-type","back-length","tent-type","metal-type","attribut-bd","finish","season","backorder-days","bazaarvoice-category"
"Mystic Outdoors Master","Drybag_008","Dry Bags","Standard","Nimbus Dry Bag - 30 Liters","32.95","","0.00","","","","","No","","","","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Packing light shouldn't mean risking soggy gear. Ideal for minimalist journeys, the 30-liter Cascade Designs Nimbus dry bag delivers watertight protection in a lightweight, durable package.","•	30-liter storage capacity offers plenty of room for your gear&nbsp;<div>•	Polyurethane coating keeps moisture out&nbsp;</div><div>•	Durable nylon holds up to wear and tear&nbsp;</div><div>•	Not intended for prolonged submersion
</div>","","","Nimbus Dry Bag - 30 Liters","•	30-liter storage capacity offers plenty of room for your gear •	Polyurethane coating keeps moisture out •	Durable nylon holds up to wear and tear •	Not intended for prolonged submersion","","nimbus-dry-bag-30-liters","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","2","","","","","","","","","","","","","","","","","","Polyurethane-coated nylon","","","","","","","","","","","","","Watersports","","","","","","","","","","","","SealLine","","2","","","","Blue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cylindrical","","","","","","","","","","","","True","New Arrivals
Waterproof","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","Drybag_007","Dry Bags","Configurable","Storm Sack Dry Bag - 20L","21.95","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Because drenched clothes and a dead phone don't make for a happy camper, the SealLine Storm Sack won't stand for a single leak. This 20-liter coated nylon dry sack keeps your stuff water-free.","•	Lightweight, polyurethane-coated nylon keeps water out&nbsp;<div>•	Not intended for prolonged submersion
</div>","","","Storm Sack Dry Bag - 20L","•	Lightweight, polyurethane-coated nylon keeps water out •	Not intended for prolonged submersion","","storm-sack-dry-bag-20l","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","4","","","","","","","","","","","","","","","","","","Polyurethane-coated nylon","","","","","","","","","","","","","Watersports","","","","","","","","","","","","SealLine","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cylindrical","","","","","","","","","","","","True","Made in USA
New Arrivals
Waterproof","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","Drybag_006","Dry Bags","Standard","Deluxe Deck Bag","79.95","","0.00","","","","","No","","","","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","With multiple tie-down points, bungees and side straps for added storage, the Seattle Sports Deluxe Deck Bag provides plenty of storage and easy access to your gear while you paddle.","•	High-capacity splashproof deck bag is made from PVC-free, polyurethane-coated nylon with welded seams&nbsp;<div>•	Coated zippered opening with stormflap&nbsp;</div><div>•	Clear window for easy gear location&nbsp;</div><div>•	Quick-release buckle tie-downs&nbsp;</div><div>•	Reflective front patch with lashing for strobe mount&nbsp;</div><div>•	Daisy chain lashing and external bungee
</div>","","","Deluxe Deck Bag","•	High-capacity splashproof deck bag is made from PVC-free, polyurethane-coated nylon with welded seams •	Coated zippered opening with stormflap •	Clear window for easy gear location •	Quick-release buckle tie-downs •	Reflective front patch with lashing for strobe mount •	Daisy chain lashing and external bungee","","deluxe-deck-bag","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","5","","","","","","","","","","","","","","","","","","PVC-free vinyl","","","","","","","","","","","","","Watersports","","","","","","","","","","","","Seattle Sports","","5","","","","Blue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","Made in USA
New Arrivals
Waterproof","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","Drybag_005","Dry Bags","Configurable","Storm Sack Dry Bag - 10L","17.95","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Made of durable, polyurethane-coated nylon, the SealLine Storm Sack does not invite water to the party. WIth 10 liters of lightweight storage capacity, it keeps your clothes dry and your phone alive.","•	Lightweight polyurethane-coated nylon keeps water out&nbsp;<div>•	20-liter storage capacity&nbsp;</div><div>•	Not intended for prolonged submersion&nbsp;</div><div>•	Imported</div><div><br></div>","","","Storm Sack Dry Bag - 10L","•	Lightweight polyurethane-coated nylon keeps water out •	20-liter storage capacity •	Not intended for prolonged submersion •	Imported","","storm-sack-dry-bag-10l","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","4","","","","","","","","","","","","","","","","","","Polyurethane-coated nylon","","","","","","","","","","","","","Watersports","","","","","","","","","","","","SealLine","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cylindrical","","","","","","","","","","","","True","New Arrivals
Waterproof","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","Hammock_025","Hammock","Standard","Parachute Printed Double Hammock","170.00","","0.00","","","","","No","","","Fixed","","","","No","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Enjoy the freedom to relax anywhere with this easy to hang, super packable parachute nylon hammock. It's lightweight and compressible to the size of a softball, with super durable parachute nylon that won't let you down.","<ul><li>High-strength parachute nylon&nbsp;</li><li>Mildew-resistant
Triple-stitched seams&nbsp;</li><li>Nautical-grade hanging carabiners&nbsp;</li><li>Stuff sack and starter rope kit included&nbsp;</li><li>Dimensions: 10' 6"" x 6' 6""&nbsp;</li><li>Stuff sack dimensions: 9""  x 5.25""
Weight: 28 oz.&nbsp;</li><li>Suggested use: Hiking, backpacking, camp, backyard, beach, park<br></li></ul>","","","","","","","","","","","","","","","","","","2 Person","","","Usually Ships in 2 to 3 Weeks","","","","","2","","","","","","","","","","","","","","","","","","Polyurethane-coated nylon","","","","","","","","","","","","","Backpacking","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","3 Season","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Packable","","","","400","","1.50 to 2.99","","","","","","","","","","","",""
"Mystic Outdoors Master","Hammock_024","Hammock","Standard","South Carolina Flag Hammock","90.00","","0.00","","","","","No","","","Fixed","","","","No","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The Kammok South Carolina Flag hammock is a limited-edition Wallaby-style hammock. At just 10 oz., it's packable for on-the-go adventure and backcountry lounging.","<ul><li>100% Parachute Nylon&nbsp;</li><li>Starter Rope Kit: 5mm rope thickness cord (5ft long when tied up; 10ft long when not tied up)&nbsp;</li><li>Nautical-Grade Carabiners&nbsp;</li><li>Lifetime Warranty Single Hammock</li></ul>","","","","","","","","","","","","","","","","","","1 Person","","","Usually Ships in 2 to 3 Weeks","","","","","4","","","","","","","","","","","","","","","","","","High tenacity nylon","","","","","","","","","","","","","Backpacking","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","3 Season","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Packable","","","","250","","1 to 1.49","","","","","","","","","","","",""
"Mystic Outdoors Master","Hammock_023","Hammock","Standard","Skeeter Beeter Pro Hammock","85.00","","0.00","","","","","No","","","Fixed","","","","No","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The Skeeter Beeter Pro Hammock is a Palatial Insect Shelter, way more mosquito proof than insect friendly","<span style=""font-family: AktivGrotesk, Helvetica, Arial, sans-serif; font-size: 12px;"">Grand Trunk designed the Skeeter Beeter Pro Hammock with a No See-Um mesh mosquito net so you can sleep bug-free. Double-sided zippers seal you in while the nautical grade-carabiners and triple-stitched parachute nylon hold you securely off the ground. Two storage pockets give you a safe-and-sound way to stow your valuables. The hanging kit is included so all you have to do is find a couple of obliging trees and then fall asleep.</span>","","","","","","","","","","","","","","","","","","1 Person","","","Usually Ships in 2 to 3 Weeks","","","","","5","","","","","","","","","","","","","","","","","","Nylon","","","","","","","","","","","","","Camping","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","3 Season","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Convertible","","","","325","","1.50 to 2.99","","","","","","","","","","","",""
"Mystic Outdoors Master","Hammock_022","Hammock","Standard","North Carolina Flag Hammock","90.00","","0.00","","","","","No","","","Fixed","","","","No","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The Kammok North Carolina Flag hammock is a limited-edition Wallaby-style hammock. At just 10 oz., it's packable for on-the-go adventure and backcountry lounging.&nbsp;","","","","","","","","","","","","","","","","","","","1 Person","","","Usually Ships in 2 to 3 Weeks","","","","","4","","","","","","","","","","","","","","","","","","Nylon","","","","","","","","","","","","","Backpacking","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","3 Season","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Packable","","","","250","","1 to 1.49","","","","","","","","","","","",""
"Mystic Outdoors Master","Hammock_021","Hammock","Standard","Wyoming Flag Hammock","90.00","","0.00","","","","","No","","","Fixed","","","","No","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The Kammok Wyoming Flag hammock is a limited-edition Wallaby-style hammock. At just 10 oz., it's packable for on-the-go adventure and backcountry lounging.","<ul><li>100% Parachute Nylon&nbsp;</li><li>Starter Rope Kit: 5mm rope thickness cord (5ft long when tied up; 10ft long when not tied up)&nbsp;</li><li>Nautical-Grade Carabiners</li><li>&nbsp;Lifetime Warranty<br></li></ul>","","","","","","","","","","","","","","","","","","1 Person","","","Usually Ships in 2 to 3 Weeks","","","","","3","","","","","","","","","","","","","","","","","","High tenacity nylon","","","","","","","","","","","","","Backpacking","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","3 Season","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Packable","","","","250","","1 to 1.49","","","","","","","","","","","",""
"Mystic Outdoors Master","Hammock_020","Hammock","Standard","Colorado Flag hammock","90.00","","0.00","","","","","No","","","Fixed","","","","No","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The Kammok Colorado Flag hammock is a limited-edition Wallaby-style hammock that shows off Rocky Mountain pride. At just 10 oz., it's packable for on-the-go adventure and backcountry lounging.","<ul><li>Ripstop nylon Gravitas fabric with high-tensile strength thread and reinforced stress points resists ripping and holds up to 400 lbs.&nbsp;</li><li>Diamond ripstop reinforcement reduces fabric stretch over time for long-lasting performance
Includes 13 kN carabiners and 6 gear loop points&nbsp;</li><li>UV inhibitor keeps the hammock looking bright by guarding against color fading&nbsp;</li><li>Premium durable water repellent (DWR) treatment helps moisture bead up and roll off&nbsp;</li><li>Packs down inside its stuff sack, sewn onto the edge of the hammock; stuff sack doubles as a bottle holder or gear pocket while hanging&nbsp;</li><li>Each purchase supports the Kammok Give Adventure initiative: 1% of revenue supports youth leadership training through outdoor adventure&nbsp;</li><li>Kammok lifetime warranty<br></li></ul>","","","","","","","","","","","","","","","","","","1 Person","","","Usually Ships in 2 to 3 Weeks","","","","","5","","","","","","","","","","","","","","","","","","High tenacity nylon","","","","","","","","","","","","","Backpacking","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","3 Season","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Packable","","","","250","","1 to 1.49","","","","","","","","","","","",""
"Mystic Outdoors Master","Hammock_019","Hammock","Standard","Texa Flag Hammock","90.00","","0.00","","","","","No","","","Fixed","","","","No","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Show your state pride with our limited-edition Flag Hammocks. At just 10 oz, take these hammocks anywhere.","<ul><li>Ripstop nylon Gravitas fabric with high-tensile strength thread and reinforced stress points resists ripping and holds up to 400 lbs.&nbsp;</li><li>Diamond ripstop reinforcement reduces fabric stretch over time for long-lasting performance
Includes 13 kN carabiners and 6 gear loop points&nbsp;</li><li>UV inhibitor keeps the hammock looking bright by guarding against color fading&nbsp;</li><li>Premium durable water repellent (DWR) treatment helps moisture bead up and roll off&nbsp;</li><li>Packs down inside its stuff sack, sewn onto the edge of the hammock; stuff sack doubles as a bottle holder or gear pocket while hanging&nbsp;</li><li>Each purchase supports the Kammok Give Adventure initiative: 1% of revenue supports youth leadership training through outdoor adventure&nbsp;</li><li>Kammok lifetime warranty<br></li></ul>","","","","","","","","","","","","","","","","","","1 Person","","","Usually Ships in 2 to 3 Weeks","","","","","2","","","","","","","","","","","","","","","","","","High tenacity nylon","","","","","","","","","","","","","Backpacking","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","3 Season","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Packable","","","","250","","1 to 1.49","","","","","","","","","","","",""
"Mystic Outdoors Master","Hammock_018","Hammock","Standard","Mossy Oak Double Hammock","100.00","","0.00","","","","","No","","","Fixed","","","","No","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","When you’re going to be out in the field for a few nights, you’ll need something that packs light and stays concealed.","","","","","","","","","","","","","","","","","","","1 Person","","","Usually Ships in 2 to 3 Weeks","","","","","4","","","","","","","","","","","","","","","","","","Nylon","","","","","","","","","","","","","Camping","","","","","","","","","","","","HENNESSY","","4","","","","","","","","","","","","","","","","","","3 Season","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Packable","","","","400","","1.50 to 2.99","","","","","","","","","","","",""
"Mystic Outdoors Master","DOG_002","Dog Accessories","Configurable","Palisades Dog Pack","149.95","","0.00","","","","","No","","","Fixed","","","","Yes","Yes","No","AllowBackOrder","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","A multiday backcountry pack with removable saddlebags, the Ruffwear Palisades dog pack features 2 collapsible hydration reservoirs and a cross-load compression system for a secure fit.","•	2 points of leash connection: Single-piece, anodized aluminum V-ring and a webbing loop&nbsp;<div>•	Padded handle and nonslip girth straps offer good load dispersion for controlled and comfortable lifting&nbsp;</div><div>•	Cross-load compression system secures the pack contents&nbsp;</div><div>•	Saddlebag attachment system uses aluminum hardware and Hypalon fasteners for a strong, secure connection&nbsp;</div><div>•	Includes two 1-liter collapsible, BPA-free hydration reservoirs
</div>","","","Palisades Dog Pack","•	2 points of leash connection: Single-piece, anodized aluminum V-ring and a webbing loop •	Padded handle and nonslip girth straps offer good load dispersion for controlled and comfortable lifting •	Cross-load compression system secures the pack contents •	Saddlebag attachment system uses aluminum hardware and Hypalon fasteners for a strong, secure connection •	Includes two 1-liter collapsible, BPA-free hydration reservoirs","","palisades-dog-pack","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","2","","","","","","","","","","","","","","","","","","Ripstop nylon/webbing","","","","","","","","","","","","","Backpacking","","","","","","","","","","","","Ruffwear","","2","","","","Red Currant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShorts_008","Hiking Shorts","Configurable","Equinox Shorts - Women's","65.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Outdoor Research Equinox shorts are perfect for when the sun beats down. The nylon fabric allows perspiration to rapidly evaporate to keep you cool, dry and comfortable on summer hikes and travels.
","•	Fabric has a durable water repellent (DWR) treatment that causes water to bead up and roll off; it also resists stains&nbsp;<div>•	Lightweight, breathable fabric stretches to move with you, and offers UPF 50+ sun protection&nbsp;</div><div>•	Gusseted crotch further enhances freedom of motion&nbsp;</div><div>•	Zipper fly with snap; belt loops; embroidered logo at waistband&nbsp;</div><div>•	Front slash pockets; bellows zip thigh pocket; secure flap back pockets
</div>","","","Equinox Shorts - Women's","•	Fabric has a durable water repellent (DWR) treatment that causes water to bead up and roll off; it also resists stains •	Lightweight, breathable fabric stretches to move with you, and offers UPF 50+ sun protection •	Gusseted crotch further enhances freedom of motion •	Zipper fly with snap; belt loops; embroidered logo at waistband •	Front slash pockets; bellows zip thigh pocket; secure flap back pockets","","equinox-shorts-women-s","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Women's","","","","","Outdoor Research","","5","","","","Charcoal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nylon / Nylon Blend","","","","","","Moisture Wicking
Quick Drying
Sun-Protective Fabric
New Arrivals","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShorts_007","Hiking Shorts","Configurable","Shilling Shorts - Men's","70.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Need shorts you can wear straight out of your suitcase? The Mountain Hardwear Shilling shorts are perfect for hanging out in pubs, admiring ancient architecture or navigating public transit.
","•	Twill fabric is a blend of nylon with a hint elastane for stretchy comfort on trails and travels alike&nbsp;<div>•	Durable water repellent (DWR) finish repels water&nbsp;</div><div>•	Fabric also wicks moisture, dries quickly and resists abrasion&nbsp;</div><div>•	UPF 50 rating means excellent sun protection
</div>","","","Shilling Shorts - Men's","•	Twill fabric is a blend of nylon with a hint elastane for stretchy comfort on trails and travels alike •	Durable water repellent (DWR) finish repels water •	Fabric also wicks moisture, dries quickly and resists abrasion •	UPF 50 rating means excellent sun protection","","shilling-shorts-men-s","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Men's","","","","","Mountain Hardwear","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nylon / Nylon Blend","","","","","","Moisture Wicking
Quick Drying
Sun-Protective Fabric
New Arrivals","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShorts_006","Hiking Shorts","Configurable","Black Market Bike Shorts - Men's","60.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Mystic Outdoors Black Market men's super-stretchy bike shorts are ideal for weekend assaults on the trail as well as zipping around the neighborhood with the kiddos, or rock climbing or trail running or ...
","•	Lightweight fabric wicks moisture, dries quickly and offers 4-way stretch for comfort&nbsp;<div>•	Gusseted crotch frees up legs for active endeavors&nbsp;</div><div>•	Tech pocket for MP3 or cellphone; headphone cord control grommet and loop&nbsp;</div><div>•	2 front hand pockets; 1 rear zippered pocket&nbsp;</div><div>•	2 angled zip thigh pockets&nbsp;</div><div>•	Partially elasticized waistband, adjustable belt&nbsp;</div><div>•	Traditional zip fly with snap&nbsp;</div><div>•	Can be worn over liner shorts (not included)
</div>","","","Black Market Bike Shorts - Men's","•	Lightweight fabric wicks moisture, dries quickly and offers 4-way stretch for comfort •	Gusseted crotch frees up legs for active endeavors •	Tech pocket for MP3 or cellphone; headphone cord control grommet and loop •	2 front hand pockets; 1 rear zippered pocket •	2 angled zip thigh pockets •	Partially elasticized waistband, adjustable belt •	Traditional zip fly with snap •	Can be worn over liner shorts (not included)","","black-market-bike-shorts-men-s","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Men's","","","","","Mystic","","4","","","","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nylon / Nylon Blend","","","","","","Moisture Wicking
Quick Drying
Made in USA
New Arrivals","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShorts_005","Hiking Shorts","Configurable","Campfire Shorts - Men's 10"" Inseam","65.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Whether maneuvering through a boulder field or hedging a sketchy river crossing, you'll be covered in Mystic Outdoors Campfire shorts with their rugged yet flexible Sorona™ Triexta-blend fabric.
","•	Crotch gusset and articulated seams allow maximum range of motion&nbsp;<div>•	Scoop hand pockets with coin pocket on right leg; back pockets with hook-and-loop closure&nbsp;</div><div>•	Rivets for reinforcement&nbsp;</div><div>•	Relaxed fit
</div>","","","Campfire Shorts - Men's 10"" Inseam","•	Crotch gusset and articulated seams allow maximum range of motion •	Scoop hand pockets with coin pocket on right leg; back pockets with hook-and-loop closure •	Rivets for reinforcement •	Relaxed fit","","campfire-shorts-men-s-10-inseam","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Men's","","","","","Mystic","","5","","","","Asphalt Grey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cotton / Cotton Blend","","","","","","Made in USA
New Arrivals","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShorts_004","Hiking Shorts","Configurable","Brion Shorts - Men's","65.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","With casual styling that lets you blend in around town and abrasion resistance that armors you against rocks, the prAna Brion Shorts are ready to take on any and all challenges.
","•	Abrasion-resistant stretch fabric has a durable water repellent (DWR) finish to resist water and stains&nbsp;<div>•	5-pocket styling has mesh pocket bags for ventilation&nbsp;</div><div>•	Fixed waist with belt loops&nbsp;</div><div>•	Reinforced rivet details&nbsp;</div><div>•	Standard fit with a 9 in. inseam
</div>","","","Brion Shorts - Men's","•	Abrasion-resistant stretch fabric has a durable water repellent (DWR) finish to resist water and stains •	5-pocket styling has mesh pocket bags for ventilation •	Fixed waist with belt loops •	Reinforced rivet details •	Standard fit with a 9 in. inseam","","brion-shorts-men-s","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Climbing","","","","","","","Men's","","","","","prAna","","4","","","","Dark Khaki","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nylon / Nylon Blend","","","","","","New Arrivals","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShorts_003","Hiking Shorts","Standard","Ferrosi Shorts - Men's","69.00","","0.00","","","","","No","","","Fixed","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","These men's Outdoor Research Ferrosi Summit shorts pair perfectly with climbing shoes or hiking boots to tackle your outdoor adventures, whether you're hitting the trail, the mountains or the crag.
","•	Durable, stretch-woven, 90-denier soft-shell fabric is airy and supple against the skin&nbsp;<div>•	Lightweight fabric breathes well, dries quickly and resists wind and water&nbsp;</div><div>•	UPF 50+ rating means excellent protection against harmful ultraviolet rays&nbsp;</div><div>•	Low-profile waist is comfortable under a pack's hip belt or a climbing harness&nbsp;</div><div>•	Front jeans-style pockets; zippered back pocket; zippered thigh pocket&nbsp;</div><div>•	Brushed tricot-lined waistband is soft next to the skin&nbsp;</div><div>•	Zipper fly with dual snaps
</div>","","","Ferrosi Shorts - Men's","•	Durable, stretch-woven, 90-denier soft-shell fabric is airy and supple against the skin •	Lightweight fabric breathes well, dries quickly and resists wind and water •	UPF 50+ rating means excellent protection against harmful ultraviolet rays •	Low-profile waist is comfortable under a pack's hip belt or a climbing harness •	Front jeans-style pockets; zippered back pocket; zippered thigh pocket •	Brushed tricot-lined waistband is soft next to the skin •	Zipper fly with dual snaps","","ferrosi-shorts-men-s","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Climbing","","","","","","","Men's","","","","","Outdoor Research","","3","","","","Dusk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nylon / Nylon Blend","","","","32","","Side Cargo Pockets
Sun-Protective Fabric
Made in USA
New Arrivals","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShorts_002","Hiking Shorts","Configurable","Ramesa Scout Shorts - Women's","55.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","You'll appreciate the quick-drying comfort of the women's Mountain Hardwear Ramesa Scout shorts on both your day hikes and your week-long summer backpacking tour.
","•	Nylon fabric has a durable water repellent (DWR) finish that causes water to bead up and roll off; it also resists stains&nbsp;<div>•	Wrinkle resistance also makes them great for travel&nbsp;</div><div>•	UPF 50 sun protection&nbsp;</div><div>•	Hand pockets; single back pocket
</div>","","","Ramesa Scout Shorts - Women's","•	Nylon fabric has a durable water repellent (DWR) finish that causes water to bead up and roll off; it also resists stains •	Wrinkle resistance also makes them great for travel •	UPF 50 sun protection •	Hand pockets; single back pocket","","ramesa-scout-shorts-women-s","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Travel","","","","","","","Women's","","","","","Mountain Hardwear","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nylon / Nylon Blend","","","","","","Moisture Wicking
Quick Drying
Sun-Protective Fabric
Made in USA
New Arrivals","","","","","","","","","","","","","","","","","",""
